image_number,image,text,egyptian
2802.0,2737233999_34d60dc5c3.jpg,أربعة أطفال يلعبون كرة السلة,اربع اطفال بيلعبوا باسكتبول
2803.0,2737609659_efce872c24.jpg, سيارة رباعية الدفع تُقاد على مسار ترابي,عربية دفع رباعي بتجري علي طريق ترابي
2804.0,2737729252_b3fd9c05b1.jpg,فتاة تلتقط صورة لفتاة أخرى في حديقة,بنت بتصور بنت تانية في الجنينه
2805.0,2737759676_4bc9be2daf.jpg,رجل يرتدي نظارة شمسية وقبعة بالقرب من حشد من الناس,راجل لابس نظارة شمس و كاب قريب من ناس كتير
2806.0,2738077433_10e6264b6f.jpg,كلب يصعد التل,كلب بيسلق تل
2807.0,2738255684_0324ed062d.jpg,مجموعة من كلاب السلوقي تدور حول مسار ترابي,مجموعة كلاب سلوقي بتلف حوالين طريق ترابي
2808.0,2739331794_4ae78f69a0.jpg,رجل يركب دراجة نارية برتقالية وبيضاء,راجل راكب موتوسيكل برتقالي و ابيض
2809.0,2739332078_13d9acce59.jpg,فتاة ذات شعر أشقر تقدم ابتسامة خفيفة من تحت المظلة السوداء,بنت شعرها اشقر بتبتسم ابتسامه خفيفه من تحت مظله سوداء
2810.0,2741051940_89fb6b2cee.jpg,كلب يتصارع مع كيس بلاستيكي,كلب بيتخانق مع كيس بلاستيك
2811.0,2741380826_cfe0ddf0a9.jpg,كلب صغير يقفز فوق شعاع أصفر,كلب صغير بيقفز فوق شعاع اصفر
2812.0,2742426734_291df6da08.jpg,مجموعة من الأصدقاء يتظاهرون معاً في حديقة,مجموعة صحاب بياخدوا صور مع بعض في الجنينه
2813.0,274313927_404d0e94ab.jpg,كلب أسود يقف في بعض الأعشاب حاملاً مادة بلاستيكية بيضاء في فمه,كلب اسود واقف في عشب و ماسك حاجه بيضاء في بقه
2814.0,2743652730_d909c7ae82.jpg,صبي ينظر من النافذة إلى صبي آخر يرش النافذة بالماء,ولد بيطل من الشباك و بيتفرج علي ولد تاني بيسقي الشباك
2815.0,2743709828_a795a75bfc.jpg,الكلاب تتسابق حول منحنى في المسار,كلاب بتجري حول منحنيات في الطريق
2816.0,2744321686_8811d8428c.jpg,رجل في قميص أزرق يقرأ ورقة وراء مقعد مكسور,راجل لابس قميص ازرق بيقرأ ورقه ورا كرسي مكسور
2817.0,2744330402_824240184c.jpg, القارب البني معبئ بالبضائع والناس,مراكب بنى مليانه بضاعه و ناس
2818.0,2744600462_5804577296.jpg,رتل كبير من راكبي الدراجات الهوائية يركبون الدراجات على الطريق,مجموعة كبيره من راكبي الدراجات بيسوقوا في الطريق
2819.0,2744690159_fe2c89e55b.jpg,ثلاث كلاب بنية في الماء,تلات كلاب بنى في الميه
2820.0,2744705147_acd767d3eb.jpg,رجل وامرأة في غرفة بنية يطرحان أمام الكاميرا,راجل و ست في أوضه بنى بياخدوا صوره مع بعض
2821.0,2744705574_519c171ca0.jpg,كلب يطارد الصحن الطائر في الماء,كلب بيطارد طبق طائر في الميه
2822.0,2745441424_5659f6acc8.jpg,امراة افريقية امريكية مع فتاتين,ست سوداء مع بنتين
2823.0,2745663684_650f84e1e6.jpg,صبي يتزلج أعلى  خزان ,ولد بيسلك علي تانك
2824.0,2745811124_12c4426b8b.jpg,فتاة تحمل خروفًا من المقود في مكان مزدحم,بنت ماسكه خروف من رقبته في مكان زحمه
2825.0,2746072388_b127f8259b.jpg,قام طفل رضيع بنثر الطعام على كامل ذراعيه ووجهه ولوحه,طفل رضيع بيسقط الاكل علي دراعه و وشه و الارض
2826.0,2746839158_4195210d27.jpg,أطفال يلعبون خارجا بقرب نافورة,اطفال بيلعبوا بره جمب نافوره
2827.0,2746910139_77ba5be2c5.jpg,طفل يلعب في نافورة متعددة الألوان,طفل بيلعب في نافوره ملونه
2828.0,2747436384_9470c56cb9.jpg,هناك أربعة أولاد على وشك التعرض لموجة تقترب,اربع اولاد علي وشك انهم يتعرضوا لموجه جايه
2829.0,2747640247_b54bfa6886.jpg,فتاة تجلس على أرجوحة مبسطة فوق الماء,بنت قاعده علي ارجوحة فوق الميه
2830.0,2747714500_49476225c6.jpg,فتاة في قميص أصفر تلعب في الماء,بنت لابسه قميص اصفر بتلعب في الميه
2831.0,2748435417_ea7bbcc17c.jpg,متزلج يقوم بعمل خدعة أمام مبنى تجاري,متزلج بيعمل حركه قدام مبني تجاري
2832.0,2748729903_3c7c920c4d.jpg,يهبط رجل في الماء مع مظلته ,راجل بينزل في الميه بالمظله
2833.0,2749124446_d4432787b5.jpg,كلب يرتدي كمامة يتسابق حول الزاوية,كلب لابس كمامه بيجري حول الزاويه
2834.0,275002371_5b200e6a92.jpg,كلب بني يتدحرج على العشب,كلب بنى بيتدحرج علي العشب
2835.0,2750832671_4b39f06acf.jpg,كلب أسود يلعب مع حيوان محشو باللونين الأبيض والأزرق,كلب اسود بيلعب مع دميه بيضاء و زرقاء
2836.0,2750867389_4b815f793a.jpg,رجل وصبي وراء عجلة قيادة السيارة,راجل و ولد ورا عجلة القياده
2837.0,2751466788_4fab701cc3.jpg,شرطي يقف في ممر للمشاة في مدينة,بوليس واقف في ممر للمشاة في المدينه
2838.0,2751567262_e089b33ed9.jpg,يقف رجل أصلع في قميص بولو أزرق بجانب مبنى حجري,راجل اصلع لابس قميص بولو ازرق جنب مبني حجري
2839.0,2751602672_ca5e1f6447.jpg,رجل يحمل عصا فوق كلب القفز,راجل ماسك عصايه فوق كلب بيقفز
2840.0,2751694538_fffa3d307d.jpg,رجل وولد يجلسان في مقعد السائق,راجل و ولد قاعدين في كرسي السواق
2841.0,2752043092_f48ebfeaa2.jpg,طفل يرتدي اللون الأزرق  مع ساعة,طفل لابس ازرق و ماسك ساعه
2842.0,2752084369_52e7867da7.jpg,فتاة صغيرة في ثوب أحمر تحمل أكياس التسوق,بنت صغيره لابسه فستان احمر ماسكه شنط تسوق
2843.0,2752175795_c9def67895.jpg,اثنين من الرجال يجلسون على جانبي لوحة الإعلانات الغريبة,اتنين رجاله قاعدين علي لوحه اعلانات غريبه
2844.0,2752230113_b5dab6f0f1.jpg,نزهة عائلية عادية بجانب الماء,نزهه عائليه عاديه جمب الميه
2845.0,2752329719_868545b7d2.jpg,يستمتع الزوجان بمنظر الماء أثناء الجلوس على الفناء,زوجين بيمتعوا بمنظر الميه و هم قاعدين في الفناء
2846.0,2752331711_cb18abba5a.jpg,رجل يجلس في كرسي تخييم بالقرب من حافة وجه صخري فوق  الماء,راجل قاعد علي كرسي تخييم جمب حافة صخره فوق الميه
2847.0,2752341621_54490b9b09.jpg,أسرة في ملابس ملونة تمشي في الثلج,عيله لابسه لبس ملون ماشيه في الثلج
2848.0,2752809449_632cd991b3.jpg,فتاة جالسة في حضن رجل في قطار ركاب,بنت قاعده في حضن راجل في قطار
2849.0,2752919987_8bfca604ab.jpg,رجل وامرأة يقبلان بعضهما البعض بينما هما في عرض,"راجل و ست ببوسوا بعض و هم في عرض
"
2850.0,2752923489_d3bceebacb.jpg,رجل وامرأة يسيران في الشارع,راجل و ست ماشين في الشارع
2851.0,2752926645_801a198ff6.jpg,رجل يستند على شجرة بينما يحمل شرابًا,راجل ماسك على شجرة و شايل عصير
2852.0,2753506871_dc38e7d153.jpg,كلب بني يقفز في الرمال,كلب بني بيقفز في الرمل
2853.0,2753531542_ace2c870b7.jpg,صبي يقفز من جرف صخري مرتفع إلى الماء أدناه,ولد بيقفز من صخرة عالية للمايه اللي تحتها
2854.0,275401000_8829250eb3.jpg,يلعب الكلب البني  والبرتقالي  والأبيض والكلب الأبيض والأسود مع كرة التنس على سطح منزل,كلب بني وبرتقالي وأبيض وكلب أبيض وأسود بيلعبوا بكورة تنس على سطح البيت
2855.0,2754271176_4a2cda8c15.jpg,رجل ينحني ويحفر في حقيبة بيضاء,راجل باينحني و بيهند في شنطة بيضا
2856.0,2754898893_95239c1f19.jpg,امرأة تقف أمام مشهد الشاطئ وتبتسم,ست واقفة قدام منظر البحر و بتبتسم
2857.0,2755053974_5cc157512e.jpg,طفل صغير يجلس في سيارة خلف عجلة القيادة,طفل صغير قاعد في العربية وراه عجلة القيادة
2858.0,275516348_cbccebc125.jpg,ينطلق الكلب وهو يركض على الرمال,الكلب بيجري على الرمل
2859.0,2755314937_1e974bf2b5.jpg,فتاة صغيرة في قميص وردي تظهر لسانها,بنت صغيرة لبسة قميص وردي و طالعة لسانها
2860.0,2755362721_368cbde668.jpg,سباق السلوقي,سباق السلوقي
2861.0,2755952680_68a0a1fa42.jpg,يقوم راكب الدراجة  بقفزة بينما يقف راكبو الدراجات الآخرون ويشاهدون,راكب الدراجة بيعمل قفزة و راكبين الدراجات التانيين واقفين و بيشوفوا
2862.0,2756591658_3ca6db1595.jpg,تقف امرأة في ملابس السباحة فوق المنحدر وهي تلتقط صورة لرجل يحمل حقيبة الظهر,ست لبسة مايوه واقفة فوق المنحدر و بتصور راجل شايل شنطة ظهر
2863.0,2756636539_cc1eacbf4a.jpg,كلب أسود كبير ذو فراء ناعمة يركض في الأمواج على الشاطئ الصخري,كلب أسود كبير شعر نعم بيجري في الموج على شاطئ صخري
2864.0,2756765580_9e57e10f0d.jpg,صبي يفعل خدعة الجمباز تحت شجرة,ولد بيعمل حركة جمباز تحت شجرة
2865.0,2757779501_c41c86a595.jpg,متسلق على بعض الصخور,متسلق على صخور
2866.0,2757803246_8aa3499d26.jpg,صبي صغير يركض نحو مجموعة من الناس,ولد صغير بيجري ناحية مجموعة ناس
2867.0,2759089516_cbb993cb92.jpg,يحاول الطفل دخول منزل من خلال باب الكلب,الطفل بيحاول يدخل البيت من باب الكلب
2868.0,2759211664_d21393b668.jpg,يقف صبي في قميص أحمر وشورت أبيض في الرمال,ولد لبس قميص أحمر و شورت أبيض واقف في الرمل
2869.0,2759596272_e0ce0a965a.jpg,فتاة ترتدي حذاء وردي تقفز قبالة أرجوحة في الحديقة,بنت لبسة جزمة وردي بتقفز من على أرجوحة في الحديقة
2870.0,2759813381_73303113d9.jpg,كلب مقيد بواسطة شجرة,كلب مربوط بشجرة
2871.0,2759860913_f75b39d783.jpg,رجل يرتدي سترة صفراء يقف على صخرة أمام الجبال,راجل لبس جاكيت أصفر واقف على صخرة قدام الجبال
2872.0,2760371526_63f3d01760.jpg,صبي في نظارات واقية يلعب في بركة,ولد لبس نظارة واقية بيعب في بركة
2873.0,2760715910_87c7bdeb87.jpg,رجل يمشي بينما يحمل قبعة على عصا,راجل ماشي و شايل قبعة على عصاية
2874.0,2760716468_b541e9fd0f.jpg,رجل يجلس على الدرجة مع حقيبتين من القماش الخشن وحقيبة بلاستيكية من جانبه,راجل قاعد على الدرجة معاه شنطتين قماش و شنطة بلاستيك جنبه
2875.0,2761599088_8b39cc5f41.jpg,كلب يلعب مع لعبته,كلب بيلعب مع لعبة
2876.0,2762301555_48a0d0aa24.jpg,يتم تغطية فتاة صغيرة بمنشفة في حمام السباحة,بنت صغيرة مغطية بفوطه في حمام السباحة
