image_number,image_number,image,text,egyptian,Moroccan
406,406,1406010299_5755339f08.jpg,صبي يرتدي زي القراصنة يبرز في الكاميرا بينما تجلس القوارب في الخلفية,ولاد صغير لابس لبس قراصنة بيطلع في الكاميرا بينما القوارب قاعدة ورا,ولد لابس لبسة دقراصنة كايبين فالكاميرا و قوارب كاينة فلورا
407,407,1408958345_68eea9a4e4.jpg,فتاة تبتسم وهي تسير على الشاطئ الرملي الأبيض في ملابس السباحة,بنت بتضحك وهي ماشية على الشاطئ الأبيض الرملي لبسه مايو,بنت كابتسم و هي كا تمشي فجنب البحر الابيض فلبسة ديال البحر
408,408,1410193619_13fff6c875.jpg,طفل يقف على جانب الأريكة,طفل واقف على جنب الأريكة,ولد واقف فجنب الصوفا
409,409,141139674_246c0f90a1.jpg,صبي يضرب البيسبول بالمضرب,ولاد بيضرب البيسبول بالمضرب,ولد كايدير البيسبول بالمضرب
410,410,141140165_9002a04f19.jpg,صبي صغير يشير إلى وجه صبي صغير آخر,ولاد صغير بيشاور على وش ولاد صغير تاني,ولد صغير كا يشير لوجه ولد صغير اخر
411,411,1412832223_99e8b4701a.jpg,فتاة في منطقة رملية,بنت في منطقة رملية,بنت فمنطقة ديال رمل
412,412,1413956047_c826f90c8b.jpg,ثلاثة يقفون على الجبل,تلاتة واقفين على الجبل,تلاتة واقفين فوق جبل
413,413,1414779054_31946f9dfc.jpg,صبي يقفز من أعلى كتلة إسمنتية,ولاد بيقفز من فوق كتلة اسمنت,ولد كا يطير من فوق كتلة ديال السيمان
414,414,1414820925_3504c394e1.jpg,رجل يرتدي سروالا أحمر يقفز خلف شبكة للكرة الطائرة,راجل لابس بنطلون أحمر بيقفز ورا شبكة كرة طائرة,راجل لابس سروال احمر كا يطير من ورا شبكة ديال الكرة
415,415,1415591512_a84644750c.jpg,فتاة تلعب في الوحل بالقرب من سيارة,بنت بتلعب في الوحل قريب من عربية,بنت كا تلعب فالتراب فجنب سيارة
416,416,1417031097_ab656bc4bd.jpg,شخص يضحك على متن السفينة الدوارة,شخص بيضحك على متن السفينة الدوارة,واحد كا يضحك فالمركب ديال الدوران
417,417,1417295167_5299df6db8.jpg,رجل يحمل شراب في يده وينظر إلى هاتفه المحمول,راجل شايل مشروب في ايده وبص في الموبايل,راجل كا يحمل شراب فإيدو و كا يبان فالتليفون
418,418,141755290_4b954529f3.jpg,امرأة في ثياب رياضية حمراء تعصر الليمون,ست في لبس رياضي أحمر بتعصر ليمون,امراة لابسة لبسة رياضية حمرا كا تعصر ليمون
419,419,141755292_7a0b3364cf.jpg,رجل وامرأة في مأدبة عشاء,راجل وست في عشاء,راجل و امراة فمأدبة ديال عشاء
420,420,1417637704_572b4d6557.jpg,طفلان بشعر بني في صندوق سيارة,طفلين شعرهم بني في صندوق عربية,جوج ولاد بشعر بني فصندوق ديال سيارة
421,421,1417882092_c94c251eb3.jpg,اثنين من المشاهدين,اتنين متفرجين,جوج ديال المتفرجين
422,422,1417941060_2a0f7908bc.jpg,طفل يلعب مع وجه صبي,طفل بيلعب مع وش ولاد,ولد كا يلعب مع وجه ولد
423,423,1418019748_51c7d59c11.jpg,يتحدث رجل في قميص أبيض وقبعة زرقاء,راجل بيتكلم في قميص ابيض وقبعة زرقاء,راجل كا يتكلم فلبسة بيضا و قبعة زرقا
424,424,1418266617_b32143275b.jpg,كلب رطب يقفز فوق عقبة,كلب رطب بيقفز فوق عقبة,كلب مبلول كا يطير من فوق عائق
425,425,1418503947_953d373632.jpg,رجل يرتدي قبعة برتقالية يسحب سيجارة من صندوق,راجل لابس قبعة برتقالي بيشرب سيجارة من علبة,راجل لابس قبعة برتقالية كا يسحب سيجارة من علبة
426,426,1419286010_b59af3962a.jpg,رجل في قبعة رمادية يصطاد,راجل في قبعة رمادي بيصطاد,راجل لابس قبعة رمادية كا يصطاد
427,427,1419385780_1383ec7ba9.jpg,رجل يرتدي الأزرق,راجل لابس لبس ازرق,راجل لابس لبسة زرقا
428,428,1420060020_7a6984e2ea.jpg,الصبي يرتدي بدلة النينجا,الولاد لابس لبس نينجا,ولد لابس لبسة دالنينجا
429,429,1420060118_aed262d606.jpg,طفل يرتدي زي النينجا يقفز في الهواء تحت شجرة كبيرة,طفل لابس لبس نينجا بيقفز في الهوا تحت شجرة كبيرة,ولد لابس لبسة دالنينجا كا يطير فالهوا تحت شجرة كبيرة
430,430,1423126855_6cd2a3956c.jpg,مسافر يمتثل في حقل أخضر مع الأغنام,مسافر قاعد في حقل اخضر مع الغنم,مسافر كا يستريح فحقل اخضر مع الغنم
431,431,1423997242_ea2189ec5e.jpg,مسافر يستريح في حقل,مسافر بياخد راحتو في حقل,مسافر كا يستريح فحقل
432,432,1424237335_b3be9920ba.jpg,يتدلى طفلان من قضيب معدني بالقرب من الأرض,طفلين متدلين من قضيب حديد قريب من الارض,جوج ولاد كا يتدلو من قضيب معدني فجنب الارض
433,433,1424775129_ffea9c13ab.jpg,صبي صغير يسير على مسارات السكك الحديدية,ولاد صغير ماشي على خطوط السكة الحديد,ولد صغير كا يمشي فطريق السكة الحديد
434,434,1425013325_bff69bc9da.jpg,اثنين من الكلاب الكبيرة  تلعب في الماء,اتنين كلاب كبيرة بيلعبوا في الميه,جوج كلاب كبار كا يلعبو فالميا
435,435,1425069308_488e5fcf9d.jpg,كلب أبيض يصطاد كرة زرقاء,كلب ابيض بيصطاد كرة زرقاء,كلب ابيض كا يصطاد كرة زرقا
436,436,1425069590_570cc7c2d8.jpg,طفلة صغيرة تتسلق في ملعب,بنت صغيرة بتطلع في ملعب,بنت صغيرة كا تتسلق فملعب
437,437,1425485485_d7c97a5470.jpg,فتاة تغلق عيناها وهي تلامس خدين الصبي,بنت بتغمض عنيها وبتلمس خدين الولاد,بنت كا تغمض عينيها و هي كا تلمس خدين ديال ولد
438,438,1425919702_ddb761aeec.jpg,حشد من الناس يجلسون على مقاعد في الملاعب الرياضية,جمهور قاعد على مقاعد في ملعب رياضي,جمهور ديال الناس كا يقصو فمقاعد فملعب رياضي
439,439,1426014905_da60d72957.jpg,رجل يقف وحيدا بالقرب من سياج أبيض,راجل واقف لوحده قريب من سياج ابيض,راجل واقف بوحدو فجنب سياج ابيض
440,440,1427391496_ea512cbe7f.jpg,صبي صغير يبتسم للكاميرا في الملعب,ولاد صغير بيبتسم للكاميرا في الملعب,ولد صغير كا يبتسم للكاميرا فملعب
441,441,142802798_962a4ec5ce.jpg,صبي في قميص أخضر على لوح تزلج قرب جدار حجري,ولاد في قميص اخضر على لوح تزلج قريب من حيطه حجريه,ولد فلبسة خضرا على لوح تزلج فجنب حيط حجري
442,442,1428578577_82864facae.jpg,شخصان يمتثلان لصورة وسط مشهد صخري ثلجي,اتنين قاعدين لصورة وسط منظر صخري ثلجي,جوج ديال الناس كا يستريحو لصورة فوسط مشهد صخري ثلجي
443,443,1428641354_f7453afbea.jpg,امرأة وصبي يقومان بصنع الهامبرغر في المطبخ,ست وولاد بيعملوا همبرجر في المطبخ,امراة و ولد كا يديرو هامبرغر فالمطبخ
444,444,1428681303_04213524e3.jpg,أطفال تتسلق تمثال,ولاد بتطلع تمثال,ولاد كا يتسلقو تمثال
445,445,1429546659_44cb09cbe2.jpg,كلب أبيض وكلب أسود في حقل,كلب ابيض وكلب اسود في حقل,كلب ابيض و كلب اسود فحقل
446,446,1429723917_6af585e4c0.jpg,يقف رجلان أحدهما لديه تعديلات على الجسم والآخر يرتدي قبعة,راجل واقفين واحد فيهم لابس تعديلات في جسمه والتاني لابس قبعة,جوج رجال واقفين واحد فيهم عندو تعديلات فالجسم و الاخر لابس قبعة
447,447,1429814475_0b592b9995.jpg,سيدة تجلس وشخص مع شورت أسود وأحذية,ست قاعدة وشخص معاه شورت اسود وحذاء,سيدة كا تجلس و واحد لابس شورت اسود و حذاء
448,448,1430154945_71bbaa094a.jpg,تساعد الأم طفلها الصغير على أكل طعامه عن طريق إطعامه باليد,ام بتساعد ابنها الصغير ياكل عن طريق إطعامه بالايد,ام كا تساعد ولدها الصغير على اكل طعامه عن طريق إطعامه باليد
449,449,1432179046_8e3d75cf81.jpg,رجل يلعب التنس مع نفسه ضد جدار كبير في موقف للسيارات,"راجل بيلعب تنس مع نفسه ضد حيطه كبيرة في موقف عربية 
"," راجل كا يلعب التنس مع راسو ضد حيط كبير فموقف ديال السيارات 
"
450,450,1432342377_3e41603f26.jpg,رجل وامرأة يقفان على الرصيف,راجل و ست واقفين على الرصيف,راجل ومرة واقفين فالبلاصة
451,451,143237785_93f81b3201.jpg,رجل يحمل سمكة,راجل شايل سمكة,راجل شاد سمكة
452,452,1433088025_bce2cb69f8.jpg,رجل ذو عضلات يرتدي سروال اصفر,راجل عضلات لابس بنطلون أصفر,راجل عضلات لابس سروال أصفر
453,453,1433142189_cda8652603.jpg,مسافر يسير على طريق بلا عوائق فوق تلة,مسافر ماشي على طريق مفرود فوق تل,مسافر ماشي فطريق بلا عوائق فوق تلة
454,454,1433397131_8634fa6664.jpg,طفل مخفي بواسطة الكرات,طفل مخبي وراه الكرات,وليد مخبي ب الكرات
455,455,1433577867_39a1510c43.jpg,كلب أبيض في الماء,كلب أبيض في الميه,كلب أبيض ف الماء
456,456,1434005938_ad75c8598c.jpg,رجل يحمل حقيبة كبيرة ويبحث عن بعض الحقول الخضراء,راجل شايل شنطة كبيرة و بيدور على شويه حقول خضرا,راجل شاد شنتة كبيرة و كيبحث على بعض الحقول الخضراء
